date;trial;subject;task;stage;checksum;box;TRIAL_START;TRIAL_END;Port1In_START;Port1Out_START;Port4In_START;Port4Out_START;Port7In_START;Port7Out_START;STATE_center_light_START;STATE_center_light_END;STATE_drink_delay_START;STATE_drink_delay_END;STATE_light_off_START;STATE_light_off_END;STATE_light_on_START;STATE_light_on_END;STATE_side_light_START;STATE_side_light_END;STATE_wait_opto_START;STATE_wait_opto_END;STATE_water_delivery_START;STATE_water_delivery_END;STATE_wrong_side_START;STATE_wrong_side_END;SoftcodeOut1_START;SoftcodeOut20_START;SoftcodeOut6_START;SoftcodeOut7_START;Block_index;Block_type;Prob_block_type;Probability_L_R_blocks;frequency_light;iti_duration;list_prob_R_values;max_dur_light;opto_bool;opto_type;outcome;probability_r;pulse_dur_on;reward_drunk;side;subject_weight;trials_max
2024/08/02;90;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599527.748533;1722599541.101119;;;1722599534.151433;1722599534.235133;1722599534.503333;1722599534.830033;1722599527.748533;1722599534.151433;1722599535.003333;1722599541.101133;;;;;1722599534.151433;1722599534.503333;;;;;1722599534.503333;1722599535.003333;1722599534.503705;;;;4.0;exp;rdm_values;balanced;20;6.097819816228973;[0.9, 0.8];2.0;0;6;incorrect;0.09999999999999998;0.0125;156.0;left;0.0;99999.0
2024/08/02;91;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599541.154994;1722599559.15728;1722599556.562494;1722599556.941794;1722599555.928494;1722599556.222094;;;1722599541.154994;1722599555.928494;1722599557.062494;1722599559.157294;;;;;1722599555.928494;1722599556.562494;;;;;1722599556.562494;1722599557.062494;1722599556.563201;;;;5.0;exp;rdm_values;balanced;20;2.094809760325837;[0.9, 0.8];2.0;0;6;incorrect;0.8;0.0125;156.0;right;0.0;99999.0
2024/08/02;92;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599559.212997;1722599576.059283;;;1722599574.089597;1722599574.175797;1722599561.321797,1722599561.3963969,1722599574.422297;1722599561.380797,1722599561.446797,1722599574.584697;1722599559.212997;1722599574.089597;1722599574.922297;1722599576.0592968;;;;;1722599574.089597;1722599574.422297;;;;;1722599574.422297;1722599574.922297;1722599574.422908;;;;5.0;exp;rdm_values;balanced;20;1.1370539756926292;[0.9, 0.8];2.0;1;6;incorrect;0.8;0.0125;156.0;left;0.0;99999.0
2024/08/02;93;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599576.11335;1722599597.723836;;;1722599596.35635;1722599596.4080498;1722599596.6845498;;1722599576.11335;1722599596.35635;1722599596.69635;1722599597.72385;;;;;1722599596.35635;1722599596.6845498;;;1722599596.6845498;1722599596.69635;;;;;;;5.0;exp;rdm_values;balanced;20;1.0275578511579184;[0.9, 0.8];2.0;1;6;correct;0.8;0.0125;159.0;right;0.0;99999.0
2024/08/02;94;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599597.777987;1722599601.670773;;;1722599598.412987;1722599598.421487;1722599598.070687,1722599598.741587;1722599597.994487,1722599598.098387,1722599599.185187;1722599597.777987;1722599598.412987;1722599599.241587;1722599601.670787;;;;;1722599598.412987;1722599598.741587;;;;;1722599598.741587;1722599599.241587;1722599598.741724;;;;5.0;exp;rdm_values;balanced;20;2.429206676750304;[0.9, 0.8];2.0;0;6;incorrect;0.8;0.0125;159.0;left;0.0;99999.0
2024/08/02;95;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599601.725071;1722599620.7546568;;;1722599619.733671;1722599619.747671;1722599618.659271,1722599619.972671;1722599619.375071;1722599601.725071;1722599619.733671;1722599619.9844708;1722599620.7546709;;;;;1722599619.733671;1722599619.972671;;;1722599619.972671;1722599619.9844708;;;;;;;5.0;exp;rdm_values;balanced;20;0.7702703788173068;[0.9, 0.8];2.0;1;6;correct;0.8;0.0125;162.0;right;0.0;99999.0
2024/08/02;96;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599620.809966;1722599628.830852;;;1722599623.120666;1722599623.135266;1722599623.387366;1722599622.608066,1722599624.320266;1722599620.809966;1722599623.120666;1722599623.399166;1722599628.830866;;;;;1722599623.120666;1722599623.387366;;;1722599623.387366;1722599623.399166;;;;;;;5.0;exp;rdm_values;balanced;20;5.431760604838407;[0.9, 0.8];2.0;1;6;correct;0.8;0.0125;165.0;right;0.0;99999.0
2024/08/02;97;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599628.885986;1722599636.326872;1722599631.792786;1722599632.325186;1722599631.427086;1722599631.496386;;;1722599628.885986;1722599631.427086;1722599632.292786;1722599636.3268862;;;;;1722599631.427086;1722599631.792786;;;;;1722599631.792786;1722599632.292786;1722599631.792923;;;;5.0;exp;rdm_values;balanced;20;4.03411576950548;[0.9, 0.8];2.0;0;6;incorrect;0.8;0.0125;165.0;right;0.0;99999.0
2024/08/02;98;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599636.380258;1722599664.419644;;;1722599663.594058;1722599663.675658;1722599663.954258;;1722599636.380258;1722599663.594058;1722599663.966058;1722599664.4196582;;;;;1722599663.594058;1722599663.954258;;;1722599663.954258;1722599663.966058;;;;;;;5.0;exp;rdm_values;balanced;20;0.4536124209650136;[0.9, 0.8];2.0;1;6;correct;0.8;0.0125;168.0;right;0.0;99999.0
2024/08/02;99;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599664.47577;1722599684.495756;;;1722599674.92777;1722599674.93637;1722599673.86067,1722599675.22287;1722599673.33937,1722599674.14147,1722599675.85227;1722599664.47577;1722599674.92777;1722599681.73467;1722599684.49577;1722599681.23467;1722599681.73467;1722599680.23467;1722599681.23467;1722599674.92777;1722599675.22287;1722599675.23467;1722599680.23467;1722599675.22287;1722599675.23467;;;;;1722599680.235462;1722599681.235474;5.0;exp;rdm_values;balanced;20;8.761102109671244;[0.9, 0.8];2.0;1;6;correct;0.8;0.0125;171.0;right;0.0;99999.0
2024/08/02;100;A17;S4_5_single_pulse;0;6add2180634147497d884057610fc444;12;1722599684.552502;1722599695.720988;;;1722599690.880102;1722599690.916802;1722599691.151202;1722599691.626802;1722599684.552502;1722599690.880102;1722599691.651202;1722599695.721002;;;;;1722599690.880102;1722599691.151202;;;;;1722599691.151202;1722599691.651202;1722599691.151728;;;;5.0;exp;rdm_values;balanced;20;4.069806595190142;[0.9, 0.8];2.0;1;6;incorrect;0.8;0.0125;171.0;left;0.0;99999.0
